ID;NDVI;ID_INCENDIO
0;0.605349256;2001010001
1;0.358358001;2001010004
2;0.501677989;2001010005
3;0.78394307;2001010008
4;0.739954491;2001010017
5;0.242558834;2001010018
6;0.389046282;2001010020
7;0.441689114;2001010021
8;0.332012017;2001010024
9;0.72271041;2001010026
10;0.694999584;2001010027
11;0.694999584;2001010029
12;0.694999584;2001010030
13;0.484733076;2001010031
14;0.309053718;2001010033
15;-0.3;2001010034
16;0.531378406;2001010035
17;0.424098989;2001010036
18;0.504663653;2001010037
19;0.410262939;2001010039
20;0.747684295;2001010041
21;0.222003629;2001010044
22;0.50731743;2001020001
23;0.367533195;2001020007
24;0.300168114;2001020011
25;0.249824509;2001020017
26;0.378336764;2001020022
27;0.371686913;2001020023
28;0.333560738;2001020025
29;0.201086734;2001020029
30;0.199413742;2001020030
31;0.199413742;2001020034
32;0.320670613;2001020035
33;0.200776324;2001020038
34;0.189962939;2001020039
35;0.351114396;2001020043
36;0.215250089;2001020047
37;0.32605122;2001020055
38;0.217987805;2001020057
39;0.184040274;2001020058
40;0.201796074;2001020062
41;0.205444021;2001020064
42;0.243103034;2001020065
43;0.192750327;2001020069
44;0.373858715;2001020074
45;0.358657644;2001020081
46;0.402569482;2001020086
47;0.392373944;2001030001
48;0.542370494;2001030009
49;0.487134979;2001030010
50;0.359668709;2001030016
51;0.451320167;2001030018
52;0.468752826;2001030023
53;0.265401071;2001030029
54;0.420667222;2001030031
55;0.289502082;2001030039
56;0.246861511;2001030041
57;0.410407852;2001030047
58;0.410407852;2001030048
59;0.215408804;2001030050
60;0.074026413;2001030060
61;0.343064902;2001030062
62;0.023809221;2001030066
63;0.223755324;2001030069
64;0.263725996;2001030070
65;0.322337894;2001030071
66;0.339583998;2001030074
67;0.422620048;2001030075
68;0.306663831;2001030076
69;0.348160381;2001030077
70;0.295386139;2001030082
71;0.333633611;2001030090
72;0.208728316;2001030094
73;0.26791041;2001030095
74;0.35778834;2001030096
75;0.29970113;2001030100
76;0.336207912;2001030101
77;0.307724688;2001030103
78;0.368441761;2001030117
79;0.355424807;2001030120
80;0.375390541;2001040001
81;0.410940036;2001040003
82;0.350119453;2001040004
83;-0.067485723;2001040005
84;0.358758894;2001040006
85;0.301766211;2001040007
86;0.40988025;2001040021
87;0.253710886;2001040026
88;0.420989471;2001040032
89;0.264336526;2001040034
90;0.204279179;2001040042
91;0.32048834;2001040046
92;0.30635003;2001040047
93;0.293514218;2001040052
94;0.185541225;2001040053
95;0.298478227;2001040056
96;0.162892326;2001040059
97;0.205147353;2001040066
98;0.233706246;2001040070
99;0.142015289;2001040072
100;0.213187567;2001040073
101;0.23809536;2001040074
102;0.093700714;2001040089
103;0.139142058;2001040090
104;0.203425164;2001040093
105;0.216030339;2001040094
106;0.227822665;2001040098
107;0.288195181;2001040099
108;0.297181142;2001040106
109;0.193482748;2001040108
110;0.525679477;2001050001
111;0.601303093;2001050002
112;0.623005057;2001050005
113;0.505207198;2001050008
114;0.52948953;2001050010
115;0.494410648;2001050011
116;0.625793099;2001050012
117;0.475347055;2001050013
118;0.516706127;2001050016
119;0.49944878;2001050017
120;0.49549066;2001050021
121;0.471630101;2001050022
122;0.49944878;2001050023
123;0.63643724;2001050026
124;0.316370315;2001050027
125;0.427144378;2001050028
126;0.275097501;2001050029
127;0.594010886;2001050030
128;0.358129328;2001050033
129;0.537660381;2001050034
130;0.476259191;2001050035
131;0.37216865;2001050037
132;0.453876086;2001050038
133;0.555799643;2001050040
134;0.43047793;2001050044
135;0.430542653;2001050045
136;0.320023141;2001050046
137;0.320023141;2001050047
138;0.308869601;2001050050
139;0.469194943;2001050051
140;0.469194943;2001050052
141;0.423229625;2001050053
142;0.509142475;2001050055
143;0.535290006;2001050056
144;0.429263831;2001050057
145;0.308869601;2001050058
146;0.430542653;2001050059
147;0.429263831;2001050062
148;0.559070018;2001050063
149;0.496410589;2001050064
150;0.332552647;2001050067
151;0.45830345;2001050069
152;0.566636823;2001050078
153;0.382641523;2001050080
154;0.435540928;2001050082
155;0.408492029;2001050083
156;0.402554432;2001050084
157;0.252086734;2001050086
158;0.437301309;2001050087
159;0.437301309;2001050088
160;0.285675015;2001050091
161;0.511772814;2001050096
162;0.499246044;2001050099
163;0.333345449;2001050100
164;0.511772814;2001050102
165;0.511772814;2001050104
166;0.298764426;2001050109
167;0.367789827;2001050112
168;0.303100119;2001050115
169;0.302415229;2001050116
170;0.29969072;2001050117
171;0.298764426;2001050119
172;0.44916276;2001050121
173;0.337358656;2001050123
174;0.298764426;2001050127
175;0.258999465;2001050128
176;0.526290065;2001050129
177;0.479966389;2001050131
178;0.278814991;2001050132
179;0.396120107;2001050133
180;0.252761808;2001050134
181;0.401342594;2001050137
182;0.291217965;2001050138
183;0.410172397;2001050139
184;0.507840809;2001050140
185;0.571687448;2001050142
186;0.650424569;2001050147
187;0.387517073;2001050148
188;0.593203153;2001060002
189;-0.3;2001060005
190;0.455084949;2001060008
191;0.309809459;2001060013
192;0.299790898;2001060014
193;0.243847769;2001060020
194;0.55312207;2001060021
195;0.548575491;2001060022
196;0.406316657;2001060025
197;0.340027305;2001060026
198;0.2044232;2001060027
199;0.352984711;2001060029
200;-0.3;2001060030
201;0.217366568;2001060031
202;0.318260916;2001060033
203;0.265952171;2001060034
204;0.309014277;2001060035
205;0.350503807;2001060037
206;0.367467757;2001060038
207;0.367467757;2001060039
208;0.352336288;2001060042
209;0.269087388;2001060043
210;0.196796252;2001060044
211;0.280465794;2001060045
212;0.114550982;2001060046
213;0.439333968;2001060048
214;0.432545092;2001060050
215;0.315324509;2001060051
216;0.301788816;2001060053
217;0.244735812;2001060055
218;0.324890898;2001060056
219;0.545613028;2001060059
220;0.261613444;2001060060
221;0.235065437;2001060061
222;0.347459191;2001060063
223;0.320291553;2001060066
224;0.238494765;2001060068
225;0.397900416;2001060069
226;0.369288281;2001060071
227;0.309739084;2001060072
228;0.306102023;2001060073
229;0.390423914;2001060074
230;0.338968352;2001060075
231;0.338968352;2001060076
232;0.306046341;2001060077
233;0.448866151;2001060078
234;0.280554134;2001060079
235;0.259099881;2001060082
236;0.24873837;2001060083
237;0.387187329;2001060086
238;0.387187329;2001060088
239;0.295119215;2001060089
240;0.225366865;2001060091
241;0.322010173;2001060092
242;0.281758358;2001060095
243;0.316015883;2001060096
244;0.231987091;2001060099
245;0.224388221;2001060100
246;0.259023379;2001060102
247;0.464708209;2001060104
248;0.336117609;2001060105
249;-0.3;2001060106
250;0.344818798;2001060108
251;0.235229209;2001060110
252;0.271223974;2001060111
253;0.287924509;2001060113
254;0.253704283;2001060117
255;0.357423141;2001060118
256;0.284945211;2001060119
257;0.245817906;2001060121
258;0.313630042;2001060124
259;0.2486768;2001060125
260;0.292385366;2001060126
261;0.415578525;2001060129
262;0.328134206;2001060130
263;0.287130101;2001060133
264;0.334097026;2001060134
265;-0.3;2001060135
266;0.443026413;2001060136
267;0.206376383;2001060137
268;0.227637775;2001060139
269;0.298933849;2001060143
270;0.298933849;2001060145
271;0.359904878;2001060148
272;0.321361214;2001060154
273;0.354527246;2001060155
274;0.256351874;2001060156
275;0.344070315;2001060157
276;0.409768828;2001060163
277;0.304763355;2001060165
278;0.23300232;2001060166
279;0.244624866;2001060167
280;0.303027424;2001060168
281;0.153042296;2001060169
282;0.292495717;2001060172
283;0.300511303;2001060174
284;0.234053778;2001060175
285;0.453020464;2001060176
286;0.347847055;2001060177
287;0.304682391;2001060178
288;0.467267341;2001060179
289;0.354022487;2001060180
290;0.228663296;2001060181
291;0.240067876;2001060182
292;0.298933849;2001060183
293;0.212595479;2001060189
294;0.251413325;2001060190
295;0.267217073;2001060197
296;0.186949256;2001060198
297;0.310764961;2001060201
298;0.185315289;2001060204
299;0.180295479;2001060205
300;-0.3;2001060207
301;0.42959423;2001060210
302;0.305970375;2001060211
303;0.501829625;2001060213
304;0.452543962;2001060214
305;0.293913087;2001060217
306;0.483351101;2001060219
307;0.319416121;2001060221
308;0.32960113;2001060222
309;0.330638905;2001060223
310;0.235818739;2001060226
311;0.236839143;2001060227
312;0.367978703;2001060228
313;0.268434741;2001060230
314;0.309785842;2001060231
315;0.337156157;2001060232
316;0.41721166;2001060233
317;0.299876145;2001060236
318;0.356786913;2001060237
319;0.221727127;2001060239
320;0.264108923;2001060240
321;0.305277751;2001060242
322;0.240387388;2001060245
323;0.414859607;2001060246
324;0.405561095;2001060247
325;0.323290125;2001060248
326;0.281019631;2001060249
327;0.430461035;2001060254
328;0.282303034;2001060257
329;0.265960262;2001060258
330;0.315380666;2001060259
331;0.322456811;2001060260
332;0.344099822;2001060261
333;0.256383998;2001060264
334;0.231224569;2001060265
335;0.341779536;2001060266
336;0.395236526;2001060271
337;0.437939976;2001060272
338;0.320437835;2001060274
339;0.417727067;2001060275
340;0.183606008;2001060277
341;0.259253659;2001060278
342;0.309628852;2001060280
343;0.365729923;2001060281
344;0.30188376;2001060285
345;0.256971921;2001060286
346;0.213706306;2001060287
347;0.360511779;2001060288
348;0.259555265;2001060290
349;0.263344259;2001060291
350;0.256579893;2001060293
351;0.324165497;2001060299
352;0.318933076;2001060300
353;0.226972754;2001060301
354;0.239431053;2001060304
355;0.258156336;2001060314
356;0.295176026;2001060315
357;0.254464902;2001060316
358;0.236100178;2001060318
359;0.324698751;2001060319
360;0.20555122;2001060324
361;0.301956573;2001060327
362;0.234900238;2001060328
363;0.609126591;2001060329
364;0.323412255;2001060330
365;0.367311065;2001060331
366;0.324853361;2001060333
367;0.323298275;2001060334
368;0.302442415;2001060335
369;0.284294051;2001060336
370;0.233426948;2001060337
371;0.325552231;2001060339
372;0.375894051;2001060340
373;0.330543962;2001060341
374;0.30528602;2001060346
375;0.30603492;2001060352
376;0.320291553;2001060353
377;0.200526413;2001060356
378;0.349318144;2001060358
379;0.257968709;2001060360
380;0.282352766;2001060361
381;0.219616359;2001060363
382;0.223814694;2001060365
383;0.287734087;2001060366
384;0.176036288;2001060369
385;0.210650684;2001060370
386;0.21343956;2001060371
387;0.233752052;2001060372
388;0.217097145;2001060374
389;0.235888043;2001060376
390;0.195117252;2001060377
391;0.28989304;2001060380
392;0.461229447;2001060381
393;0.20877793;2001060382
394;0.378839322;2001060385
395;0.375634325;2001060386
396;0.212850327;2001060388
397;0.376937299;2001060393
398;0.263090006;2001060395
399;0.229506722;2001060396
400;0.35154414;2001060397
401;0.286353242;2001060398
402;0.363355086;2001060401
403;0.285812552;2001060402
404;0.624460619;2001060403
405;0.45271862;2001070002
406;0.315971208;2001070005
407;0.460555562;2001070007
408;0.239939857;2001070008
409;0.466841999;2001070010
410;0.525334325;2001070015
411;0.126576145;2001070030
412;0.32833486;2001070031
413;0.333465616;2001070035
414;0.220920464;2001070038
415;0.178300297;2001070041
416;0.211967043;2001070074
417;0.473752707;2001070075
418;0.345820583;2001070081
419;0.310891493;2001070101
420;0.361576324;2001070114
421;0.459330518;2001070127
422;0.663326115;2001080017
423;0.37319768;2001080032
424;0.427708447;2001080039
425;0.574099465;2001080041
426;0.416400357;2001080043
427;0.383658299;2001080061
428;0.401230993;2001080065
429;0.228233314;2001080092
430;0.390442951;2001080101
431;0.386410589;2001080102
432;0.461248721;2001080108
433;0.450300535;2001080119
434;0.340721416;2001080120
435;0.345513444;2001080123
436;0.412143605;2001080125
437;0.27355235;2001080130
438;0.386193337;2001080136
439;0.155471267;2001080145
440;0.340522903;2001080159
441;0.34851743;2001080162
442;0.400378168;2001080165
443;0.428541999;2001080205
444;0.11788959;2001080211
445;0.555727543;2001080222
446;0.231689946;2001080229
447;0.423391077;2001080234
448;0.40049417;2001080236
449;0.381433016;2001080237
450;0.399185068;2001080240
451;0.386948483;2001080242
452;0.388149851;2001080259
453;0.388920999;2001080284
454;0.382848721;2001080294
455;0.407504819;2001080296
456;0.35307912;2001080301
457;0.502244021;2001080304
458;0.383744676;2001080317
459;0.27655003;2001080324
460;0.707907793;2001080328
461;0.307065378;2001080334
462;0.771361095;2001080343
463;0.319610173;2001080344
464;0.613511124;2001090002
465;0.424533314;2001090003
466;0.627664069;2001090004
467;0.627664069;2001090005
468;0.627664069;2001090006
469;0.627664069;2001090008
470;0.606258715;2001090010
471;0.627664069;2001090011
472;0.585775372;2001090015
473;0.585775372;2001090016
474;0.585775372;2001090017
475;0.623422844;2001090020
476;0.626435515;2001090021
477;0.669112493;2001090022
478;0.626435515;2001090023
479;0.626435515;2001090025
480;0.645060738;2001090026
481;0.626435515;2001090027
482;0.642892504;2001090028
483;0.682249078;2001090030
484;0.645014694;2001090032
485;0.645014694;2001090033
486;0.641595538;2001090034
487;0.621981737;2001090035
488;0.642892504;2001090036
489;0.632586734;2001090037
490;0.645014694;2001090039
491;0.642467757;2001090040
492;0.620468174;2001090046
493;0.620468174;2001090047
494;0.623925877;2001090049
495;0.681030518;2001090051
496;0.690264664;2001090052
497;0.690264664;2001090053
498;0.693788281;2001090054
499;0.690264664;2001090055
500;0.681030518;2001090056
