ID;PENDIENTE;ID_INCENDIO
164;92.5503;"2001050100"
165;144.26804;"2001050102"
166;144.26804;"2001050104"
167;69.53305;"2001050109"
168;177.7412;"2001050112"
169;122.5552;"2001050115"
170;110.3505;"2001050116"
171;56.545265;"2001050117"
172;69.53305;"2001050119"
173;153.08197;"2001050121"
174;106.36684;"2001050123"
175;69.53305;"2001050127"
176;40.706112;"2001050128"
177;117.89152;"2001050129"
178;174.86407;"2001050131"
179;76.566635;"2001050132"
180;108.36283;"2001050133"
181;40.706112;"2001050134"
182;181.65346;"2001050137"
183;69.53305;"2001050138"
184;124.466415;"2001050139"
185;169.66017;"2001050140"
186;176.63898;"2001050142"
187;144.26804;"2001050147"
188;169.33873;"2001050148"
189;13.201961;"2001060002"
190;12.061766;"2001060005"
191;60.453075;"2001060008"
192;34.599277;"2001060013"
193;51.006027;"2001060014"
194;25.176266;"2001060020"
195;55.054153;"2001060021"
196;40.63643;"2001060022"
197;30.464407;"2001060025"
198;36.554478;"2001060026"
199;31.074474;"2001060027"
200;22.451162;"2001060029"
201;0.0;"2001060030"
202;29.765232;"2001060031"
203;21.776997;"2001060033"
204;32.0762;"2001060034"
205;33.67118;"2001060035"
206;21.457241;"2001060037"
207;14.025788;"2001060038"
208;14.025788;"2001060039"
209;19.337013;"2001060042"
210;43.25119;"2001060043"
211;37.386612;"2001060044"
212;40.788044;"2001060045"
213;0.0;"2001060046"
214;17.591639;"2001060048"
215;nan;"2001060050"
216;12.367113;"2001060051"
217;33.851517;"2001060053"
218;30.182276;"2001060055"
219;19.100605;"2001060056"
220;21.580645;"2001060059"
221;25.06934;"2001060060"
222;35.79374;"2001060061"
223;20.800545;"2001060063"
224;51.636116;"2001060066"
225;32.548294;"2001060068"
226;41.700382;"2001060069"
227;48.974785;"2001060071"
228;24.398085;"2001060072"
229;38.402157;"2001060073"
230;56.489147;"2001060074"
231;26.384968;"2001060075"
232;26.384968;"2001060076"
233;42.44824;"2001060077"
234;16.834755;"2001060078"
235;34.786957;"2001060079"
236;23.911129;"2001060082"
237;25.367931;"2001060083"
238;14.025788;"2001060086"
239;14.025788;"2001060088"
240;18.956478;"2001060089"
241;26.600916;"2001060091"
242;28.046173;"2001060092"
243;36.561443;"2001060095"
244;21.73605;"2001060096"
245;27.017109;"2001060099"
246;21.406025;"2001060100"
247;22.09621;"2001060102"
248;56.60273;"2001060104"
249;19.768335;"2001060105"
250;0.00085522846;"2001060106"
251;41.97899;"2001060108"
252;29.078325;"2001060110"
253;28.208351;"2001060111"
254;24.159338;"2001060113"
255;40.509228;"2001060117"
256;28.592192;"2001060118"
257;23.950186;"2001060119"
258;27.210154;"2001060121"
259;21.603697;"2001060124"
260;22.536453;"2001060125"
261;24.398085;"2001060126"
262;58.18463;"2001060129"
263;26.728735;"2001060130"
264;29.706675;"2001060133"
265;33.817066;"2001060134"
266;0.0;"2001060135"
267;34.58242;"2001060136"
268;30.347317;"2001060137"
269;24.543602;"2001060139"
270;35.496372;"2001060143"
271;35.496372;"2001060145"
272;5.7113376;"2001060148"
273;21.257502;"2001060154"
274;58.520016;"2001060155"
275;20.36685;"2001060156"
276;51.102455;"2001060157"
277;26.04848;"2001060163"
278;48.71221;"2001060165"
279;33.924664;"2001060166"
280;30.042881;"2001060167"
281;19.931639;"2001060168"
282;30.630598;"2001060169"
283;28.067099;"2001060172"
284;19.809351;"2001060174"
285;28.93858;"2001060175"
286;12.805888;"2001060176"
287;59.59308;"2001060177"
288;38.789776;"2001060178"
289;61.369457;"2001060179"
290;21.207891;"2001060180"
291;17.93351;"2001060181"
292;41.150616;"2001060182"
293;35.496372;"2001060183"
294;34.653046;"2001060189"
295;34.525043;"2001060190"
296;25.758612;"2001060197"
297;32.293278;"2001060198"
298;45.636265;"2001060201"
299;31.32914;"2001060204"
300;27.343071;"2001060205"
301;20.213943;"2001060207"
302;76.69779;"2001060210"
303;48.613235;"2001060211"
304;16.836435;"2001060213"
305;16.714771;"2001060214"
306;22.384775;"2001060217"
307;17.030117;"2001060219"
308;12.273526;"2001060221"
309;12.181561;"2001060222"
310;34.566124;"2001060223"
311;32.24339;"2001060226"
312;32.96137;"2001060227"
313;52.229855;"2001060228"
314;30.352716;"2001060230"
315;35.551613;"2001060231"
316;41.757626;"2001060232"
317;18.015362;"2001060233"
318;26.472893;"2001060236"
319;53.95739;"2001060237"
320;23.230225;"2001060239"
321;19.324417;"2001060240"
322;29.802217;"2001060242"
323;26.581789;"2001060245"
324;15.238458;"2001060246"
325;71.41903;"2001060247"
326;30.70026;"2001060248"
327;55.07174;"2001060249"
328;11.8099165;"2001060254"
329;20.811281;"2001060257"
330;21.071625;"2001060258"
331;28.105526;"2001060259"
332;39.58414;"2001060260"
333;37.65923;"2001060261"
334;18.916367;"2001060264"
335;36.62376;"2001060265"
336;37.755226;"2001060266"
337;27.496958;"2001060271"
338;61.514584;"2001060272"
339;50.708725;"2001060274"
340;53.423134;"2001060275"
341;39.204575;"2001060277"
342;20.741287;"2001060278"
343;33.031734;"2001060280"
344;53.19757;"2001060281"
345;51.096886;"2001060285"
346;24.248272;"2001060286"
347;26.05038;"2001060287"
348;14.025788;"2001060288"
349;15.522996;"2001060290"
350;13.569819;"2001060291"
351;34.997963;"2001060293"
352;24.629059;"2001060299"
353;26.587667;"2001060300"
354;38.714413;"2001060301"
355;28.907734;"2001060304"
356;19.045322;"2001060314"
357;11.866151;"2001060315"
358;41.736664;"2001060316"
359;30.006006;"2001060318"
360;29.265972;"2001060319"
361;32.653816;"2001060324"
362;51.43903;"2001060327"
363;37.926247;"2001060328"
364;20.759966;"2001060329"
365;29.375359;"2001060330"
366;31.370726;"2001060331"
367;62.888596;"2001060333"
368;57.685596;"2001060334"
369;33.860428;"2001060335"
370;24.075554;"2001060336"
371;31.797451;"2001060337"
372;54.343086;"2001060339"
373;64.222496;"2001060340"
374;48.69678;"2001060341"
375;45.213768;"2001060346"
376;18.46224;"2001060352"
377;51.636116;"2001060353"
378;23.028711;"2001060356"
379;33.73021;"2001060358"
380;23.737822;"2001060360"
381;22.0375;"2001060361"
382;34.58736;"2001060363"
383;34.9415;"2001060365"
384;34.22375;"2001060366"
385;40.78051;"2001060369"
386;29.252157;"2001060370"
387;30.277283;"2001060371"
388;33.57944;"2001060372"
389;28.076397;"2001060374"
390;25.910007;"2001060376"
391;32.069935;"2001060377"
392;28.353056;"2001060380"
393;59.19892;"2001060381"
394;32.216885;"2001060382"
395;57.546764;"2001060385"
396;55.72354;"2001060386"
397;32.145016;"2001060388"
398;34.15775;"2001060393"
399;17.439093;"2001060395"
400;27.422806;"2001060396"
401;40.434944;"2001060397"
402;38.15371;"2001060398"
403;23.28235;"2001060401"
404;15.855601;"2001060402"
405;48.372963;"2001060403"
406;24.954517;"2001070002"
407;63.644062;"2001070005"
408;32.617756;"2001070007"
409;68.45399;"2001070008"
410;43.335613;"2001070010"
411;63.144836;"2001070015"
412;19.196623;"2001070030"
413;37.81694;"2001070031"
414;28.829166;"2001070035"
415;38.856937;"2001070038"
416;34.954838;"2001070041"
417;53.509975;"2001070074"
418;67.49778;"2001070075"
419;62.922844;"2001070081"
420;33.13473;"2001070101"
421;39.512733;"2001070114"
422;29.853046;"2001070127"
423;83.58599;"2001080017"
424;54.115185;"2001080032"
425;79.59498;"2001080039"
426;65.45693;"2001080041"
427;47.162815;"2001080043"
428;46.771076;"2001080061"
429;68.80142;"2001080065"
430;43.726036;"2001080092"
431;75.427124;"2001080101"
432;55.80051;"2001080102"
433;64.52233;"2001080108"
434;80.251945;"2001080119"
435;47.28516;"2001080120"
436;67.9289;"2001080123"
437;75.136795;"2001080125"
438;44.235455;"2001080130"
439;72.45451;"2001080136"
440;48.500366;"2001080145"
441;70.83047;"2001080159"
442;74.58228;"2001080162"
443;69.93367;"2001080165"
444;71.025276;"2001080205"
445;43.73993;"2001080211"
446;110.28869;"2001080222"
447;44.527454;"2001080229"
448;40.159077;"2001080234"
449;48.501373;"2001080236"
450;44.74218;"2001080237"
451;48.506016;"2001080240"
452;47.332188;"2001080242"
453;92.367134;"2001080259"
454;53.390644;"2001080284"
455;60.53114;"2001080294"
456;44.347282;"2001080296"
457;79.35707;"2001080301"
458;65.42087;"2001080304"
459;74.898926;"2001080317"
460;44.308422;"2001080324"
461;95.62874;"2001080328"
462;59.77942;"2001080334"
463;82.99285;"2001080343"
464;46.263115;"2001080344"
465;136.8735;"2001090002"
466;82.5082;"2001090003"
467;136.8735;"2001090004"
468;136.8735;"2001090005"
469;136.8735;"2001090006"
470;136.8735;"2001090008"
471;117.1238;"2001090010"
472;136.8735;"2001090011"
473;136.8735;"2001090015"
474;136.8735;"2001090016"
475;136.8735;"2001090017"
476;101.08605;"2001090020"
477;106.03338;"2001090021"
478;115.62066;"2001090022"
479;106.03338;"2001090023"
480;106.03338;"2001090025"
481;136.8735;"2001090026"
482;106.03338;"2001090027"
483;106.03338;"2001090028"
484;115.62066;"2001090030"
485;136.8735;"2001090032"
486;136.8735;"2001090033"
487;101.08605;"2001090034"
488;75.56066;"2001090035"
489;106.03338;"2001090036"
490;85.592804;"2001090037"
491;136.8735;"2001090039"
492;90.079666;"2001090040"
493;136.8735;"2001090046"
494;136.8735;"2001090047"
495;106.03338;"2001090049"
496;136.8735;"2001090051"
497;106.03338;"2001090052"
498;106.03338;"2001090053"
499;101.08605;"2001090054"
500;106.03338;"2001090055"
501;136.8735;"2001090056"
502;136.8735;"2001090059"
503;106.03338;"2001090060"
504;106.03338;"2001090061"
505;136.8735;"2001090063"
506;106.03338;"2001090066"
507;106.03338;"2001090067"
508;106.03338;"2001090068"
509;106.03338;"2001090069"
510;106.03338;"2001090073"
511;106.03338;"2001090075"
512;136.8735;"2001090077"
513;136.8735;"2001090078"
514;136.8735;"2001090080"
515;136.8735;"2001090081"
516;136.8735;"2001090082"
517;136.8735;"2001090083"
518;106.03338;"2001090084"
519;136.8735;"2001090085"
520;136.8735;"2001090086"
521;136.8735;"2001090088"
522;136.8735;"2001090089"
523;30.904787;"2001090091"
524;106.03338;"2001090092"
525;88.246315;"2001090095"
526;101.08605;"2001090096"
527;104.45015;"2001090097"
528;24.41805;"2001090098"
529;58.555153;"2001090099"
530;106.03338;"2001090100"
531;60.740707;"2001090102"
532;67.19091;"2001090103"
533;24.66718;"2001090105"
534;96.22878;"2001090106"
535;100.03903;"2001090109"
536;59.029873;"2001090110"
537;68.8201;"2001090111"
538;60.740707;"2001090112"
539;77.517784;"2001090113"
540;45.17789;"2001090116"
541;77.32154;"2001090117"
542;24.41805;"2001090122"
543;106.03338;"2001090123"
544;34.816494;"2001090125"
545;88.246315;"2001090126"
546;68.8201;"2001090127"
547;77.517784;"2001090128"
548;76.785;"2001090131"
549;91.10575;"2001090134"
550;106.03338;"2001090135"
551;106.03338;"2001090137"
552;79.083206;"2001090138"
553;101.08605;"2001090139"
554;91.10575;"2001090141"
555;101.08605;"2001090142"
556;108.39637;"2001090144"
557;101.08605;"2001090145"
558;77.32154;"2001090147"
559;87.259796;"2001090149"
560;68.79739;"2001090151"
561;91.03096;"2001090152"
562;87.259796;"2001090153"
563;101.08605;"2001090154"
564;136.8735;"2001090155"
565;84.8244;"2001090157"
566;70.50606;"2001090159"
567;78.50015;"2001090160"
568;136.8735;"2001090161"
569;55.251404;"2001090163"
570;104.42944;"2001090168"
571;102.28807;"2001090169"
572;59.247414;"2001090170"
573;88.246315;"2001090174"
574;72.97571;"2001090175"
575;72.97571;"2001090176"
576;79.083206;"2001090177"
577;136.8735;"2001090178"
578;45.050045;"2001090181"
579;95.51578;"2001090182"
580;75.56066;"2001090183"
581;136.8735;"2001090185"
582;88.246315;"2001090186"
583;136.8735;"2001090187"
584;88.246315;"2001090189"
585;68.79739;"2001090194"
586;20.847475;"2001090198"
587;56.7903;"2001090199"
588;75.56066;"2001090200"
589;101.08605;"2001090201"
590;43.246967;"2001090202"
591;70.50606;"2001090203"
592;108.39637;"2001090209"
593;88.246315;"2001090210"
594;88.246315;"2001090211"
595;75.56066;"2001090212"
596;77.32154;"2001090216"
597;136.8735;"2001090217"
598;136.8735;"2001090219"
599;136.8735;"2001090222"
600;136.8735;"2001090223"
601;96.22878;"2001090224"
602;85.592804;"2001090226"
603;136.8735;"2001090229"
604;117.1238;"2001090230"
605;136.8735;"2001090231"
606;136.8735;"2001090233"
607;106.03338;"2001090234"
608;106.03338;"2001090236"
609;136.8735;"2001090237"
610;136.8735;"2001090238"
611;75.56066;"2001090239"
612;136.8735;"2001090241"
613;136.8735;"2001090244"
614;136.8735;"2001090247"
615;136.8735;"2001090249"
616;106.03338;"2001090250"
617;136.8735;"2001090251"
618;136.8735;"2001090252"
619;71.176765;"2001090254"
620;49.334854;"2001090255"
621;58.139526;"2001090256"
622;186.13028;"2001100003"
623;205.68045;"2001100004"
624;72.05183;"2001100005"
625;206.83609;"2001100006"
626;162.70518;"2001100007"
627;185.67076;"2001100008"
628;205.04565;"2001100009"
629;210.03009;"2001100010"
630;105.65664;"2001100011"
631;199.6021;"2001100012"
632;94.32656;"2001100013"
633;200.38225;"2001100014"
634;180.93144;"2001100015"
635;72.05183;"2001100016"
636;186.13028;"2001100017"
637;34.40705;"2001100018"
638;190.17184;"2001100019"
639;178.36508;"2001100020"
640;82.766716;"2001100024"
641;80.461716;"2001100029"
642;89.383316;"2001100032"
643;nan;"2001100034"
644;179.06784;"2001100036"
645;199.40828;"2001100037"
646;171.11125;"2001100038"
647;180.41528;"2001100039"
648;88.75139;"2001100040"
649;181.77519;"2001100041"
650;54.719303;"2001100042"
651;74.783005;"2001100043"
652;197.2827;"2001100047"
653;177.06015;"2001100048"
654;158.79306;"2001100050"
655;231.5702;"2001100051"
656;79.01222;"2001100053"
657;143.03024;"2001100054"
658;150.19342;"2001100055"
659;201.42789;"2001100056"
660;54.719303;"2001100057"
661;201.51842;"2001100063"
662;139.61977;"2001100065"
663;209.4212;"2001100067"
664;102.53847;"2001100068"
665;74.783005;"2001100074"
666;34.40705;"2001100078"
667;201.0233;"2001100082"
668;102.9659;"2001100083"
669;31.218327;"2001100086"
670;68.46346;"2001100089"
671;25.051172;"2001100090"
672;24.261202;"2001100091"
673;41.793694;"2001100094"
674;44.725548;"2001100098"
675;26.04488;"2001100101"
676;28.567064;"2001100102"
677;26.28046;"2001100103"
678;34.40705;"2001100106"
679;120.61435;"2001100113"
680;33.548996;"2001100114"
681;35.23277;"2001100115"
682;121.671074;"2001100116"
683;44.358074;"2001100117"
684;38.117153;"2001100118"
685;29.838768;"2001100119"
686;29.927582;"2001100123"
687;63.96169;"2001100124"
688;64.205826;"2001100125"
689;100.54355;"2001100126"
690;38.315205;"2001100129"
691;35.23277;"2001100130"
692;44.358074;"2001100132"
693;35.869534;"2001100134"
694;80.158455;"2001100137"
695;28.560783;"2001100138"
696;34.870613;"2001100140"
697;48.250084;"2001100141"
698;44.209522;"2001100142"
699;44.209522;"2001100143"
700;48.04442;"2001100144"
701;38.204037;"2001100151"
702;24.254622;"2001100154"
703;34.847397;"2001100155"
704;24.366287;"2001100157"
705;28.09546;"2001100159"
706;40.785625;"2001100162"
707;22.490854;"2001100163"
708;33.05175;"2001100165"
709;132.48244;"2001100166"
710;33.05175;"2001100168"
711;35.43423;"2001100169"
712;29.29818;"2001100170"
713;32.072994;"2001100171"
714;25.13619;"2001100172"
715;30.469734;"2001100173"
716;26.40937;"2001100174"
717;28.115156;"2001100177"
718;31.526705;"2001100184"
719;58.98344;"2001100194"
720;153.44278;"2001100195"
721;37.20035;"2001100197"
722;32.492832;"2001100198"
723;23.361816;"2001100199"
724;26.914719;"2001100200"
725;129.50864;"2001100201"
726;95.99636;"2001100202"
727;45.141403;"2001100204"
728;24.50185;"2001100206"
729;46.933483;"2001100207"
730;82.766716;"2001100209"
731;91.18885;"2001100210"
732;112.78706;"2001100214"
733;57.908684;"2001100217"
734;32.989357;"2001100218"
735;26.271198;"2001100219"
736;24.333292;"2001100221"
737;28.125275;"2001100222"
738;28.037638;"2001100223"
739;69.77702;"2001100228"
740;61.73709;"2001100234"
741;124.471115;"2001100236"
742;44.358074;"2001100239"
743;26.37959;"2001100241"
744;23.213053;"2001100243"
745;26.184887;"2001100245"
746;199.43408;"2001100248"
747;179.46245;"2001100249"
748;28.561275;"2001100252"
749;26.983343;"2001100253"
750;40.799404;"2001100255"
751;70.89772;"2001100256"
752;27.750195;"2001100257"
753;32.15916;"2001100258"
754;50.524174;"2001100259"
755;29.37133;"2001100260"
756;28.967052;"2001100261"
757;38.699646;"2001100262"
758;38.63975;"2001100263"
759;35.948334;"2001100266"
760;nan;"2001100270"
761;38.36647;"2001100272"
762;69.58895;"2001100273"
763;30.636742;"2001100275"
764;24.880064;"2001100276"
765;37.65923;"2001100289"
766;26.167856;"2001100292"
767;28.011017;"2001100304"
768;23.905886;"2001100305"
769;42.855694;"2001100308"
770;58.15362;"2001100309"
771;nan;"2001100310"
772;45.982124;"2001100312"
773;117.47471;"2001100315"
774;44.358074;"2001100317"
775;44.358074;"2001100319"
776;45.141403;"2001100320"
777;37.65923;"2001100324"
778;28.412983;"2001100330"
779;179.46245;"2001100331"
780;86.82807;"2001100343"
781;45.141403;"2001100347"
782;47.464146;"2001100348"
783;32.547447;"2001100349"
784;38.315205;"2001100350"
785;47.464146;"2001100351"
786;72.05183;"2001100352"
787;108.05728;"2001100353"
788;162.59375;"2001100354"
789;167.01358;"2001100355"
790;192.33244;"2001100356"
791;86.91679;"2001100357"
792;34.975185;"2001100360"
793;57.917984;"2001100362"
794;32.625385;"2001100363"
795;39.92487;"2001100364"
796;115.52509;"2001100365"
797;29.265648;"2001100368"
798;38.117153;"2001100370"
799;142.13896;"2001100373"
800;179.437;"2001100377"
801;102.51683;"2001100378"
802;36.011265;"2001100379"
803;44.5324;"2001100380"
804;200.86728;"2001100382"
805;24.699629;"2001100383"
806;nan;"2001100387"
807;30.846619;"2001100389"
808;38.66081;"2001100391"
809;39.350887;"2001100394"
810;124.55545;"2001100395"
811;46.961;"2001100398"
812;57.828148;"2001100405"
813;182.19016;"2001100406"
814;42.68495;"2001100408"
815;36.675648;"2001100409"
816;35.42001;"2001100410"
817;48.04442;"2001100411"
818;44.209522;"2001100412"
819;23.52606;"2001100414"
820;33.435703;"2001100415"
821;143.51332;"2001100421"
822;92.5825;"2001100422"
823;29.847473;"2001100425"
824;45.477127;"2001100426"
825;128.96815;"2001100429"
826;85.530876;"2001100430"
827;45.141403;"2001100433"
828;179.60529;"2001100434"
829;42.54272;"2001100439"
830;35.244446;"2001100440"
831;32.536938;"2001100442"
832;30.221573;"2001100444"
833;89.53228;"2001100447"
834;31.0704;"2001100448"
835;33.799778;"2001100450"
836;25.599539;"2001100451"
837;23.353933;"2001100452"
838;27.287212;"2001100453"
839;28.067234;"2001100454"
840;84.41785;"2001100461"
841;65.057274;"2001100465"
842;66.866646;"2001100467"
843;90.849014;"2001100470"
844;85.31325;"2001100471"
845;103.50449;"2001100472"
846;164.03102;"2001100474"
847;37.028408;"2001100478"
848;32.664333;"2001100479"
849;29.923058;"2001100480"
850;59.612206;"2001100484"
851;26.300283;"2001100485"
852;51.740932;"2001100487"
853;37.143063;"2001100490"
854;35.26355;"2001100495"
855;40.027473;"2001100500"
856;34.875168;"2001100501"
857;36.568993;"2001100502"
858;101.802895;"2001100503"
859;181.21297;"2001100505"
860;69.482025;"2001100506"
861;35.192036;"2001100508"
862;65.61936;"2001100510"
863;30.816235;"2001100514"
864;31.25677;"2001100515"
865;99.30779;"2001100519"
866;106.20083;"2001100520"
867;157.68031;"2001100524"
868;76.99589;"2001100527"
869;197.54327;"2001100529"
870;179.59528;"2001100533"
871;25.570818;"2001100534"
872;24.805037;"2001100535"
873;26.300283;"2001100540"
874;61.692577;"2001100542"
875;148.84843;"2001100543"
876;122.453285;"2001100545"
877;72.721664;"2001100546"
878;81.04837;"2001100549"
879;32.91294;"2001100550"
880;120.1082;"2001100552"
881;86.07426;"2001100553"
882;84.89312;"2001100555"
883;32.7879;"2001100556"
884;37.93139;"2001100558"
885;25.458996;"2001100559"
886;122.949036;"2001100561"
887;32.599075;"2001100562"
888;37.557148;"2001100564"
889;24.16189;"2001100567"
890;125.12366;"2001100568"
891;48.316463;"2001100569"
892;43.834023;"2001100570"
893;43.281433;"2001100571"
894;81.232414;"2001100572"
895;47.880108;"2001100588"
896;51.42953;"2001100590"
897;85.44589;"2001100597"
898;29.44455;"2001100599"
899;206.41837;"2001100600"
900;0.0;"2001100601"
901;121.05398;"2001100608"
902;168.2676;"2001100609"
903;141.44405;"2001100611"
904;85.2109;"2001100616"
905;142.27936;"2001100617"
906;178.06116;"2001100618"
907;177.0676;"2001100619"
908;31.582077;"2001100621"
909;27.442978;"2001100623"
910;22.931265;"2001100624"
911;161.37889;"2001100631"
912;35.214363;"2001100635"
913;120.71633;"2001100637"
914;222.281;"2001100638"
915;96.191826;"2001100639"
916;25.527027;"2001100640"
917;139.35184;"2001100643"
918;106.2426;"2001100647"
919;77.28429;"2001100648"
920;120.79094;"2001100652"
921;128.95976;"2001100654"
922;121.01409;"2001100658"
923;123.398705;"2001100659"
924;121.01409;"2001100660"
925;202.20805;"2001100663"
926;34.09271;"2001100664"
927;70.64029;"2001100669"
928;37.36126;"2001100673"
929;93.56268;"2001100674"
930;115.853386;"2001100675"
931;115.22197;"2001100676"
932;140.4805;"2001100679"
933;35.803555;"2001100680"
934;63.84318;"2001100683"
935;44.358074;"2001100684"
936;223.95152;"2001100689"
937;231.41278;"2001100694"
938;216.23174;"2001100695"
939;197.94852;"2001100696"
940;60.337017;"2001100698"
941;70.03549;"2001100699"
942;63.08584;"2001100701"
943;175.49178;"2001100703"
944;61.490494;"2001100704"
945;222.73924;"2001100705"
946;30.798246;"2001100708"
947;125.79629;"2001100710"
948;53.99753;"2001100716"
949;127.87059;"2001100717"
950;163.56041;"2001100718"
951;39.523716;"2001100719"
952;32.70743;"2001100723"
953;109.79139;"2001100735"
954;161.1414;"2001100746"
955;28.546722;"2001100759"
956;26.681822;"2001100760"
957;136.65108;"2001100780"
958;123.379745;"2001100781"
959;228.00424;"2001100782"
960;130.16364;"2001100783"
961;78.02513;"2001100784"
962;74.783005;"2001100785"
963;103.172935;"2001100788"
964;214.89354;"2001100790"
965;189.58006;"2001100792"
966;173.93561;"2001100793"
967;176.38168;"2001100794"
968;102.86443;"2001100795"
969;165.98497;"2001100798"
970;189.91748;"2001100799"
971;164.29898;"2001100800"
972;171.76395;"2001100801"
973;168.47444;"2001100802"
974;147.90562;"2001100804"
975;141.2703;"2001100806"
976;163.01382;"2001100808"
977;204.143;"2001100809"
978;202.50269;"2001100810"
979;177.48308;"2001100811"
980;66.2847;"2001110001"
981;81.58572;"2001110002"
982;40.998966;"2001110003"
983;78.71323;"2001110005"
984;5.389078;"2001110006"
985;4.659447;"2001110007"
986;65.320335;"2001110010"
987;41.107716;"2001110011"
988;72.06156;"2001110014"
989;21.172773;"2001110018"
990;54.892643;"2001110019"
991;28.243708;"2001110020"
992;85.992615;"2001110024"
993;55.98037;"2001110025"
994;21.286142;"2001110029"
995;41.937725;"2001110035"
996;15.322246;"2001110036"
997;53.18451;"2001110038"
998;15.322246;"2001110044"
