ID;ETO;ID_INCENDIO
0;1455.0886621315192;"2001010001"
1;518.9913832199546;"2001010004"
2;2409.754875283447;"2001010005"
3;93.12426303854875;"2001010008"
4;188.22585034013605;"2001010017"
5;400.63560090702947;"2001010018"
6;381.6716553287982;"2001010020"
7;117.15056689342404;"2001010021"
8;282.98503401360546;"2001010024"
9;282.15691609977324;"2001010026"
10;243.59818594104308;"2001010027"
11;243.59818594104308;"2001010029"
12;243.59818594104308;"2001010030"
13;35.51904761904762;"2001010031"
14;6.683900226757369;"2001010033"
15;3276.6;"2001010034"
16;52.43854875283447;"2001010035"
17;86.5469387755102;"2001010036"
18;862.0108843537415;"2001010037"
19;356.3997732426304;"2001010039"
20;2342.927210884354;"2001010041"
21;2512.521768707483;"2001010044"
22;395.7024943310658;"2001020001"
23;117.64739229024943;"2001020007"
24;428.3684807256236;"2001020011"
25;4.670068027210884;"2001020017"
26;73.63922902494332;"2001020022"
27;140.26167800453516;"2001020023"
28;124.0655328798186;"2001020025"
29;194.92743764172334;"2001020029"
30;142.47619047619048;"2001020030"
31;164.65986394557825;"2001020034"
32;4.809297052154195;"2001020035"
33;23.435827664399092;"2001020038"
34;39.30975056689342;"2001020039"
35;4.738321995464853;"2001020043"
36;18.708163265306123;"2001020047"
37;57.0609977324263;"2001020055"
38;566.4360544217686;"2001020057"
39;187.4455782312925;"2001020058"
40;722.0573696145125;"2001020062"
41;2.4820861678004538;"2001020064"
42;98.0079365079365;"2001020065"
43;2.4630385487528343;"2001020069"
44;4.814285714285715;"2001020074"
45;96.05986394557823;"2001020081"
46;1228.777551020408;"2001020086"
47;1553.49410430839;"2001030001"
48;326.1027210884354;"2001030009"
49;155.19886621315192;"2001030010"
50;1171.2385487528345;"2001030016"
51;653.4943310657596;"2001030018"
52;661.9013605442177;"2001030023"
53;518.0106575963719;"2001030029"
54;508.02721088435374;"2001030031"
55;873.8698412698413;"2001030039"
56;2067.9181405895692;"2001030041"
57;1368.2986394557824;"2001030047"
58;1368.2986394557824;"2001030048"
59;271.1802721088435;"2001030050"
60;813.7058956916101;"2001030060"
61;389.98548752834466;"2001030062"
62;1466.987074829932;"2001030066"
63;99.01700680272108;"2001030069"
64;4.126530612244897;"2001030070"
65;13.567800453514739;"2001030071"
66;85.54716553287982;"2001030074"
67;108.70544217687075;"2001030075"
68;43.16167800453515;"2001030076"
69;85.61972789115646;"2001030077"
70;13.226303854875283;"2001030082"
71;14.442857142857141;"2001030090"
72;62.1390022675737;"2001030094"
73;20.207256235827664;"2001030095"
74;205.6326530612245;"2001030096"
75;6.089115646258504;"2001030100"
76;186.81995464852608;"2001030101"
77;547.3773242630385;"2001030103"
78;294.4047619047619;"2001030117"
79;890.0786848072563;"2001030120"
80;1224.2104308390021;"2001040001"
81;568.2997732426304;"2001040003"
82;985.3077097505669;"2001040004"
83;2113.003854875283;"2001040005"
84;1452.761678004535;"2001040006"
85;1978.1503401360544;"2001040007"
86;57.7875283446712;"2001040021"
87;102.99024943310658;"2001040026"
88;2425.428117913832;"2001040032"
89;131.78820861678005;"2001040034"
90;39.038321995464855;"2001040042"
91;174.54603174603173;"2001040046"
92;258.12721088435376;"2001040047"
93;199.74965986394557;"2001040052"
94;1139.4707482993197;"2001040053"
95;54.99138321995465;"2001040056"
96;121.24807256235826;"2001040059"
97;3.1560090702947847;"2001040066"
98;575.1324263038548;"2001040070"
99;83.3578231292517;"2001040072"
100;233.11768707482992;"2001040073"
101;92.36439909297052;"2001040074"
102;566.9020408163266;"2001040089"
103;151.11609977324264;"2001040090"
104;24.270975056689345;"2001040093"
105;128.10113378684807;"2001040094"
106;294.44580498866213;"2001040098"
107;266.2326530612245;"2001040099"
108;697.4074829931973;"2001040106"
109;1171.8814058956916;"2001040108"
110;1142.344217687075;"2001050001"
111;363.89138321995466;"2001050002"
112;73.52970521541951;"2001050005"
113;115.68004535147392;"2001050008"
114;827.6242630385489;"2001050010"
115;427.94625850340134;"2001050011"
116;354.4975056689342;"2001050012"
117;289.2526077097506;"2001050013"
118;18.20566893424036;"2001050016"
119;211.74603174603175;"2001050017"
120;146.16507936507938;"2001050021"
121;70.67528344671203;"2001050022"
122;383.63469387755106;"2001050023"
123;16.60952380952381;"2001050026"
124;355.443537414966;"2001050027"
125;10.107482993197278;"2001050028"
126;72.61292517006802;"2001050029"
127;41.18095238095238;"2001050030"
128;205.71496598639456;"2001050033"
129;7.255102040816327;"2001050034"
130;29.07573696145125;"2001050035"
131;287.5650793650794;"2001050037"
132;81.37709750566894;"2001050038"
133;183.66190476190476;"2001050040"
134;141.82380952380953;"2001050044"
135;127.81587301587301;"2001050045"
136;183.3512471655329;"2001050046"
137;183.3512471655329;"2001050047"
138;443.15328798185936;"2001050050"
139;232.93560090702948;"2001050051"
140;232.93560090702948;"2001050052"
141;342.7877551020408;"2001050053"
142;213.13401360544216;"2001050055"
143;183.66190476190476;"2001050056"
144;141.82380952380953;"2001050057"
145;243.1263038548753;"2001050058"
146;31.472108843537416;"2001050059"
147;201.04965986394558;"2001050062"
148;40.00975056689342;"2001050063"
149;66.46031746031746;"2001050064"
150;57.74081632653061;"2001050067"
151;7.948979591836735;"2001050069"
152;140.63582766439907;"2001050078"
153;7.612244897959184;"2001050080"
154;409.2804988662132;"2001050082"
155;52.70068027210884;"2001050083"
156;8.06281179138322;"2001050084"
157;70.34625850340136;"2001050086"
158;15.767346938775509;"2001050087"
159;15.767346938775509;"2001050088"
160;4.460544217687074;"2001050091"
161;5.891836734693877;"2001050096"
162;55.59727891156463;"2001050099"
163;4.6158730158730155;"2001050100"
164;31.238321995464855;"2001050102"
165;31.238321995464855;"2001050104"
166;188.21496598639456;"2001050109"
167;48.720181405895694;"2001050112"
168;2.873015873015873;"2001050115"
169;17.851927437641724;"2001050116"
170;4.555102040816327;"2001050117"
171;204.66916099773243;"2001050119"
172;8.460544217687076;"2001050121"
173;57.551473922902495;"2001050123"
174;204.66916099773243;"2001050127"
175;40.848072562358276;"2001050128"
176;19.8124716553288;"2001050129"
177;61.503628117913834;"2001050131"
178;3.066666666666667;"2001050132"
179;4.431746031746032;"2001050133"
180;17.828798185941043;"2001050134"
181;5.602721088435374;"2001050137"
182;181.45351473922904;"2001050138"
183;164.9251700680272;"2001050139"
184;410.35034013605446;"2001050140"
185;1506.2480725623584;"2001050142"
186;370.6278911564626;"2001050147"
187;2134.3464852607713;"2001050148"
188;114.0235827664399;"2001060002"
189;3276.6;"2001060005"
190;20.010657596371882;"2001060008"
191;4.907709750566893;"2001060013"
192;130.0732426303855;"2001060014"
193;164.65714285714287;"2001060020"
194;969.76462585034;"2001060021"
195;113.34195011337867;"2001060022"
196;48.50770975056689;"2001060025"
197;337.4272108843537;"2001060026"
198;537.2151927437642;"2001060027"
199;277.146485260771;"2001060029"
200;3276.6;"2001060030"
201;693.4170068027211;"2001060031"
202;88.42040816326531;"2001060033"
203;5.6387755102040815;"2001060034"
204;5.470521541950114;"2001060035"
205;7.138095238095238;"2001060037"
206;640.958276643991;"2001060038"
207;640.958276643991;"2001060039"
208;520.9027210884353;"2001060042"
209;469.41814058956913;"2001060043"
210;632.3072562358277;"2001060044"
211;583.4113378684808;"2001060045"
212;3276.5;"2001060046"
213;947.4650793650793;"2001060048"
214;2159.555782312925;"2001060050"
215;928.9149659863946;"2001060051"
216;491.76689342403625;"2001060053"
217;431.9925170068027;"2001060055"
218;666.4888888888888;"2001060056"
219;42.63650793650793;"2001060059"
220;521.5081632653062;"2001060060"
221;535.8544217687074;"2001060061"
222;1324.9299319727893;"2001060063"
223;187.68367346938777;"2001060066"
224;359.759410430839;"2001060068"
225;291.1349206349206;"2001060069"
226;447.13174603174605;"2001060071"
227;198.41950113378684;"2001060072"
228;570.0897959183674;"2001060073"
229;343.98231292517005;"2001060074"
230;392.92108843537414;"2001060075"
231;392.92108843537414;"2001060076"
232;428.202947845805;"2001060077"
233;367.20544217687075;"2001060078"
234;12.492290249433108;"2001060079"
235;93.618820861678;"2001060082"
236;137.77414965986395;"2001060083"
237;572.4657596371883;"2001060086"
238;572.4657596371883;"2001060088"
239;346.4560090702948;"2001060089"
240;2.159410430839002;"2001060091"
241;5.496145124716554;"2001060092"
242;4.90657596371882;"2001060095"
243;5.055102040816327;"2001060096"
244;2.2156462585034014;"2001060099"
245;nan;"2001060100"
246;nan;"2001060102"
247;nan;"2001060104"
248;nan;"2001060105"
249;nan;"2001060106"
250;nan;"2001060108"
251;nan;"2001060110"
252;nan;"2001060111"
253;nan;"2001060113"
254;nan;"2001060117"
255;nan;"2001060118"
256;nan;"2001060119"
257;nan;"2001060121"
258;nan;"2001060124"
259;nan;"2001060125"
260;nan;"2001060126"
261;182.01201814058956;"2001060129"
